N,h,degree,m,n,k_mag,omega_exact,theta,dt,cfl,E0,ET,ET_over_E0,phase_error_proxy
20,0.04322138182408834,1,4,4,17.77153175263346,17.77153175263346,1,0.1,2.313669664866373,53.53843996572258,0.03764612874619343,0.0007031607340500762,0.9992968392659499
20,0.04322138182408834,1,4,4,17.77153175263346,17.77153175263346,1,0.05,1.156834832433186,53.53843996572258,0.1381703325681282,0.002580768745906497,0.9974192312540935
20,0.04322138182408834,1,4,4,17.77153175263346,17.77153175263346,1,0.025,0.5784174162165931,53.53843996572258,1.241257651268588,0.02318441949491413,0.9768155805050859
20,0.04322138182408834,1,4,4,17.77153175263346,17.77153175263346,1,0.0125,0.2892087081082966,53.53843996572258,6.819138170418549,0.1273690114016103,0.8726309885983896
20,0.04322138182408834,1,1,2,7.024814731040727,7.024814731040727,0.5,0.1,2.313669664866373,7.19905217634646,7.199052176345862,0.999999999999917,8.304468224196171e-14
20,0.04322138182408834,1,1,2,7.024814731040727,7.024814731040727,0.5,0.05,1.156834832433186,7.19905217634646,7.199052176346818,1.00000000000005,4.973799150320701e-14
20,0.04322138182408834,1,1,2,7.024814731040727,7.024814731040727,0.5,0.025,0.5784174162165931,7.19905217634646,7.199052176347221,1.000000000000106,1.056932319443149e-13
20,0.04322138182408834,1,1,2,7.024814731040727,7.024814731040727,0.5,0.0125,0.2892087081082966,7.19905217634646,7.199052176345444,0.9999999999998589,1.411093464298574e-13
20,0.04322138182408834,1,1,2,7.024814731040727,7.024814731040727,0.75,0.1,2.313669664866373,7.19905217634646,2.255269243223305,0.3132730792858152,0.6867269207141848
20,0.04322138182408834,1,1,2,7.024814731040727,7.024814731040727,0.75,0.05,1.156834832433186,7.19905217634646,3.71485754974865,0.5160203675081503,0.4839796324918497
20,0.04322138182408834,1,1,2,7.024814731040727,7.024814731040727,0.75,0.025,0.5784174162165931,7.19905217634646,5.067357269356629,0.7038922826543991,0.2961077173456009
20,0.04322138182408834,1,1,2,7.024814731040727,7.024814731040727,0.75,0.0125,0.2892087081082966,7.19905217634646,5.996449127037137,0.8329498078565604,0.1670501921434396
20,0.04322138182408834,1,1,2,7.024814731040727,7.024814731040727,1,0.1,2.313669664866373,7.19905217634646,0.8594947011664301,0.1193899808075327,0.8806100191924673
20,0.04322138182408834,1,1,2,7.024814731040727,7.024814731040727,1,0.05,1.156834832433186,7.19905217634646,2.037584898527222,0.2830351619372902,0.7169648380627098
20,0.04322138182408834,1,1,2,7.024814731040727,7.024814731040727,1,0.025,0.5784174162165931,7.19905217634646,3.65531470746829,0.5077494394995999,0.4922505605004001
20,0.04322138182408834,1,1,2,7.024814731040727,7.024814731040727,1,0.0125,0.2892087081082966,7.19905217634646,5.055338743206364,0.7022228231400266,0.2977771768599734
40,0.02098073766011227,1,1,1,4.442882938158366,4.442882938158366,0.5,0.1,4.766276649562991,3.626314111381637,3.626314111381665,1.000000000000008,7.771561172376096e-15
40,0.02098073766011227,1,1,1,4.442882938158366,4.442882938158366,0.5,0.05,2.383138324781496,3.626314111381637,3.626314111381852,1.000000000000059,5.928590951498336e-14
40,0.02098073766011227,1,1,1,4.442882938158366,4.442882938158366,0.5,0.025,1.191569162390748,3.626314111381637,3.626314111379771,0.9999999999994854,5.145883719137601e-13
40,0.02098073766011227,1,1,1,4.442882938158366,4.442882938158366,0.5,0.0125,0.5957845811953739,3.626314111381637,3.626314111380731,0.9999999999997501,2.499112028431227e-13
40,0.02098073766011227,1,1,1,4.442882938158366,4.442882938158366,0.75,0.1,4.766276649562991,3.626314111381637,1.858284595434603,0.5124444651946025,0.4875555348053975
40,0.02098073766011227,1,1,1,4.442882938158366,4.442882938158366,0.75,0.05,2.383138324781496,3.626314111381637,2.443378677496559,0.6737912388305558,0.3262087611694442
40,0.02098073766011227,1,1,1,4.442882938158366,4.442882938158366,0.75,0.025,1.191569162390748,3.626314111381637,2.887845065411764,0.7963582240015845,0.2036417759984155
40,0.02098073766011227,1,1,1,4.442882938158366,4.442882938158366,0.75,0.0125,0.5957845811953739,3.626314111381637,3.18024597649018,0.8769913137167527,0.1230086862832473
40,0.02098073766011227,1,1,1,4.442882938158366,4.442882938158366,1,0.1,4.766276649562991,3.626314111381637,1.12056009782813,0.3090080074175355,0.6909919925824646
40,0.02098073766011227,1,1,1,4.442882938158366,4.442882938158366,1,0.05,2.383138324781496,3.626314111381637,1.80209607880146,0.4969498017685113,0.5030501982314888
40,0.02098073766011227,1,1,1,4.442882938158366,4.442882938158366,1,0.025,1.191569162390748,3.626314111381637,2.42913574419709,0.6698635776125806,0.3301364223874194
40,0.02098073766011227,1,1,1,4.442882938158366,4.442882938158366,1,0.0125,0.5957845811953739,3.626314111381637,2.884340858430356,0.7953918965203522,0.2046081034796478
40,0.02098073766011227,1,2,2,8.885765876316732,8.885765876316732,0.5,0.1,4.766276649562991,14.46083088723074,14.46083088723102,1.000000000000019,1.931788062847772e-14
40,0.02098073766011227,1,2,2,8.885765876316732,8.885765876316732,0.5,0.05,2.383138324781496,14.46083088723074,14.46083088722895,0.9999999999998761,1.239008895481675e-13
40,0.02098073766011227,1,2,2,8.885765876316732,8.885765876316732,0.5,0.025,1.191569162390748,14.46083088723074,14.46083088723117,1.00000000000003,2.953193245502916e-14
40,0.02098073766011227,1,2,2,8.885765876316732,8.885765876316732,0.5,0.0125,0.5957845811953739,14.46083088723074,14.46083088723163,1.000000000000062,6.17284001691587e-14
40,0.02098073766011227,1,2,2,8.885765876316732,8.885765876316732,0.75,0.1,4.766276649562991,14.46083088723074,2.570616756153867,0.1777641116337086,0.8222358883662914
40,0.02098073766011227,1,2,2,8.885765876316732,8.885765876316732,0.75,0.05,2.383138324781496,14.46083088723074,5.038802124659723,0.3484448552060108,0.6515551447939892
40,0.02098073766011227,1,2,2,8.885765876316732,8.885765876316732,0.75,0.025,1.191569162390748,14.46083088723074,8.078643840952619,0.5586569612736606,0.4413430387263394
40,0.02098073766011227,1,2,2,8.885765876316732,8.885765876316732,0.75,0.0125,0.5957845811953739,14.46083088723074,10.5757872902093,0.7313402233026579,0.2686597766973421
40,0.02098073766011227,1,2,2,8.885765876316732,8.885765876316732,1,0.1,4.766276649562991,14.46083088723074,0.697133444241587,0.04820839477883477,0.9517916052211652
40,0.02098073766011227,1,2,2,8.885765876316732,8.885765876316732,1,0.05,2.383138324781496,14.46083088723074,2.068091915837025,0.1430133532412166,0.8569866467587834
40,0.02098073766011227,1,2,2,8.885765876316732,8.885765876316732,1,0.025,1.191569162390748,14.46083088723074,4.845556953424583,0.3350815033528485,0.6649184966471515
40,0.02098073766011227,1,2,2,8.885765876316732,8.885765876316732,1,0.0125,0.5957845811953739,14.46083088723074,8.029384154971906,0.5552505397225856,0.4447494602774144
40,0.02098073766011227,1,4,4,17.77153175263346,17.77153175263346,0.5,0.1,4.766276649562991,57.15690452906833,57.15690452906829,0.9999999999999992,7.771561172376096e-16
40,0.02098073766011227,1,4,4,17.77153175263346,17.77153175263346,0.5,0.05,2.383138324781496,57.15690452906833,57.1569045290819,1.000000000000237,2.373656826648585e-13
40,0.02098073766011227,1,4,4,17.77153175263346,17.77153175263346,0.5,0.025,1.191569162390748,57.15690452906833,57.1569045290673,0.9999999999999821,1.787459069646502e-14
40,0.02098073766011227,1,4,4,17.77153175263346,17.77153175263346,0.5,0.0125,0.5957845811953739,57.15690452906833,57.1569045290473,0.9999999999996322,3.678168880583144e-13
40,0.02098073766011227,1,4,4,17.77153175263346,17.77153175263346,0.75,0.1,4.766276649562991,57.15690452906833,0.8014489864775596,0.01402191026755072,0.9859780897324493
40,0.02098073766011227,1,4,4,17.77153175263346,17.77153175263346,0.75,0.05,2.383138324781496,57.15690452906833,2.182502149621987,0.03818440077544841,0.9618155992245516
40,0.02098073766011227,1,4,4,17.77153175263346,17.77153175263346,0.75,0.025,1.191569162390748,57.15690452906833,8.215355227300821,0.1437333826068683,0.8562666173931317
40,0.02098073766011227,1,4,4,17.77153175263346,17.77153175263346,0.75,0.0125,0.5957845811953739,57.15690452906833,20.2604659782362,0.35447101527222,0.64552898472778
40,0.02098073766011227,1,4,4,17.77153175263346,17.77153175263346,1,0.1,4.766276649562991,57.15690452906833,0.04488429232352746,0.0007852820703525088,0.9992147179296474
40,0.02098073766011227,1,4,4,17.77153175263346,17.77153175263346,1,0.05,2.383138324781496,57.15690452906833,0.1676727220710902,0.002933551483457553,0.9970664485165425
40,0.02098073766011227,1,4,4,17.77153175263346,17.77153175263346,1,0.025,1.191569162390748,57.15690452906833,1.458918053321093,0.02552479119262189,0.9744752088073781
40,0.02098073766011227,1,4,4,17.77153175263346,17.77153175263346,1,0.0125,0.5957845811953739,57.15690452906833,7.671354251920901,0.1342157052612861,0.865784294738714
40,0.02098073766011227,1,1,2,7.024814731040727,7.024814731040727,0.5,0.1,4.766276649562991,7.31458557282496,7.314585572825267,1.000000000000042,4.196643033083092e-14
40,0.02098073766011227,1,1,2,7.024814731040727,7.024814731040727,0.5,0.05,2.383138324781496,7.31458557282496,7.314585572824071,0.9999999999998784,1.215694211964546e-13
40,0.02098073766011227,1,1,2,7.024814731040727,7.024814731040727,0.5,0.025,1.191569162390748,7.31458557282496,7.314585572818599,0.9999999999991304,8.696376951888851e-13
40,0.02098073766011227,1,1,2,7.024814731040727,7.024814731040727,0.5,0.0125,0.5957845811953739,7.31458557282496,7.314585572823452,0.9999999999997938,2.061684156728916e-13
40,0.02098073766011227,1,1,2,7.024814731040727,7.024814731040727,0.75,0.1,4.766276649562991,7.31458557282496,2.285883597546491,0.3125103363393507,0.6874896636606493
40,0.02098073766011227,1,1,2,7.024814731040727,7.024814731040727,0.75,0.05,2.383138324781496,7.31458557282496,3.758885087464459,0.5138890030119291,0.4861109969880709
40,0.02098073766011227,1,1,2,7.024814731040727,7.024814731040727,0.75,0.025,1.191569162390748,7.31458557282496,5.12256639155079,0.7003221632380749,0.2996778367619251
40,0.02098073766011227,1,1,2,7.024814731040727,7.024814731040727,0.75,0.0125,0.5957845811953739,7.31458557282496,6.061438923439823,0.828678380079275,0.171321619920725
40,0.02098073766011227,1,1,2,7.024814731040727,7.024814731040727,1,0.1,4.766276649562991,7.31458557282496,0.8742433012210666,0.1195205514402678,0.8804794485597321
40,0.02098073766011227,1,1,2,7.024814731040727,7.024814731040727,1,0.05,2.383138324781496,7.31458557282496,2.066741399859842,0.2825507172324525,0.7174492827675475
40,0.02098073766011227,1,1,2,7.024814731040727,7.024814731040727,1,0.025,1.191569162390748,7.31458557282496,3.698886512186535,0.5056864090740264,0.4943135909259736
40,0.02098073766011227,1,1,2,7.024814731040727,7.024814731040727,1,0.0125,0.5957845811953739,7.31458557282496,5.110314570552753,0.6986471782541609,0.3013528217458391
80,0.01082448695700368,1,1,1,4.442882938158366,4.442882938158366,0.5,0.1,9.238313131810628,3.665077087194999,3.665077087194375,0.9999999999998297,1.70308211977499e-13
80,0.01082448695700368,1,1,1,4.442882938158366,4.442882938158366,0.5,0.05,4.619156565905314,3.665077087194999,3.66507708719469,0.9999999999999155,8.448797217397441e-14
80,0.01082448695700368,1,1,1,4.442882938158366,4.442882938158366,0.5,0.025,2.309578282952657,3.665077087194999,3.665077087196549,1.000000000000423,4.227729277772596e-13
80,0.01082448695700368,1,1,1,4.442882938158366,4.442882938158366,0.5,0.0125,1.154789141476328,3.665077087194999,3.665077087193483,0.9999999999995863,4.136690989753333e-13
80,0.01082448695700368,1,1,1,4.442882938158366,4.442882938158366,0.75,0.1,9.238313131810628,3.665077087194999,1.86167772915239,0.5079504973187866,0.4920495026812134
80,0.01082448695700368,1,1,1,4.442882938158366,4.442882938158366,0.75,0.05,4.619156565905314,3.665077087194999,2.448153111692049,0.6679676998460349,0.3320323001539651
80,0.01082448695700368,1,1,1,4.442882938158366,4.442882938158366,0.75,0.025,2.309578282952657,3.665077087194999,2.894322075271065,0.7897029193146335,0.2102970806853665
80,0.01082448695700368,1,1,1,4.442882938158366,4.442882938158366,0.75,0.0125,1.154789141476328,3.665077087194999,3.188840696139493,0.8700610165283085,0.1299389834716915
80,0.01082448695700368,1,1,1,4.442882938158366,4.442882938158366,1,0.1,9.238313131810628,3.665077087194999,1.122491542760841,0.3062668304256376,0.6937331695743625
80,0.01082448695700368,1,1,1,4.442882938158366,4.442882938158366,1,0.05,4.619156565905314,3.665077087194999,1.805261823475514,0.4925576681000012,0.5074423318999988
80,0.01082448695700368,1,1,1,4.442882938158366,4.442882938158366,1,0.025,2.309578282952657,3.665077087194999,2.433791479802488,0.6640491923909699,0.3359508076090301
80,0.01082448695700368,1,1,1,4.442882938158366,4.442882938158366,1,0.0125,1.154789141476328,3.665077087194999,2.890746761940703,0.7887274109568821,0.2112725890431179
80,0.01082448695700368,1,2,2,8.885765876316732,8.885765876316732,0.5,0.1,9.238313131810628,14.64892981376689,14.64892981376658,0.9999999999999782,2.176037128265307e-14
80,0.01082448695700368,1,2,2,8.885765876316732,8.885765876316732,0.5,0.05,4.619156565905314,14.64892981376689,14.64892981376719,1.00000000000002,1.998401444325282e-14
80,0.01082448695700368,1,2,2,8.885765876316732,8.885765876316732,0.5,0.025,2.309578282952657,14.64892981376689,14.64892981377364,1.000000000000461,4.6074255521944e-13
80,0.01082448695700368,1,2,2,8.885765876316732,8.885765876316732,0.5,0.0125,1.154789141476328,14.64892981376689,14.64892981376853,1.000000000000112,1.119104808822158e-13
80,0.01082448695700368,1,2,2,8.885765876316732,8.885765876316732,0.75,0.1,9.238313131810628,14.64892981376689,2.587206624351992,0.1766140364684228,0.8233859635315772
80,0.01082448695700368,1,2,2,8.885765876316732,8.885765876316732,0.75,0.05,4.619156565905314,14.64892981376689,5.068237831362246,0.3459800747081999,0.6540199252918002
80,0.01082448695700368,1,2,2,8.885765876316732,8.885765876316732,0.75,0.025,2.309578282952657,14.64892981376689,8.12240136788602,0.5544706317216894,0.4455293682783106
80,0.01082448695700368,1,2,2,8.885765876316732,8.885765876316732,0.75,0.0125,1.154789141476328,14.64892981376689,10.63337141395349,0.7258804260199518,0.2741195739800482
80,0.01082448695700368,1,2,2,8.885765876316732,8.885765876316732,1,0.1,9.238313131810628,14.64892981376689,0.7025283943162632,0.04795765992789693,0.9520423400721031
80,0.01082448695700368,1,2,2,8.885765876316732,8.885765876316732,1,0.05,4.619156565905314,14.64892981376689,2.082393402411747,0.1421532786958088,0.8578467213041913
80,0.01082448695700368,1,2,2,8.885765876316732,8.885765876316732,1,0.025,2.309578282952657,14.64892981376689,4.874159236381564,0.3327314212264766,0.6672685787735234
80,0.01082448695700368,1,2,2,8.885765876316732,8.885765876316732,1,0.0125,1.154789141476328,14.64892981376689,8.072780546948486,0.5510832975226477,0.4489167024773523
80,0.01082448695700368,1,4,4,17.77153175263346,17.77153175263346,0.5,0.1,9.238313131810628,58.41962519505249,58.41962519505972,1.000000000000124,1.236788449432424e-13
80,0.01082448695700368,1,4,4,17.77153175263346,17.77153175263346,0.5,0.05,4.619156565905314,58.41962519505249,58.41962519506357,1.00000000000019,1.898481372109018e-13
80,0.01082448695700368,1,4,4,17.77153175263346,17.77153175263346,0.5,0.025,2.309578282952657,58.41962519505249,58.41962519504711,0.999999999999908,9.203748874142548e-14
80,0.01082448695700368,1,4,4,17.77153175263346,17.77153175263346,0.5,0.0125,1.154789141476328,58.41962519505249,58.41962519504067,0.9999999999997977,2.022826350867035e-13
80,0.01082448695700368,1,4,4,17.77153175263346,17.77153175263346,0.75,0.1,9.238313131810628,58.41962519505249,0.828547487455082,0.01418269091403296,0.985817309085967
80,0.01082448695700368,1,4,4,17.77153175263346,17.77153175263346,0.75,0.05,4.619156565905314,58.41962519505249,2.260122537424875,0.03868772745252538,0.9613122725474746
80,0.01082448695700368,1,4,4,17.77153175263346,17.77153175263346,0.75,0.025,2.309578282952657,58.41962519505249,8.452009695766396,0.1446775748311749,0.8553224251688252
80,0.01082448695700368,1,4,4,17.77153175263346,17.77153175263346,0.75,0.0125,1.154789141476328,58.41962519505249,20.71596928071204,0.3546063366812983,0.6453936633187017
80,0.01082448695700368,1,4,4,17.77153175263346,17.77153175263346,1,0.1,9.238313131810628,58.41962519505249,0.04690509213539022,0.0008028995731962104,0.9991971004268038
80,0.01082448695700368,1,4,4,17.77153175263346,17.77153175263346,1,0.05,4.619156565905314,58.41962519505249,0.17595854458317,0.003011976608813843,0.9969880233911862
80,0.01082448695700368,1,4,4,17.77153175263346,17.77153175263346,1,0.025,2.309578282952657,58.41962519505249,1.518684599812717,0.02599613733813091,0.9740038626618691
80,0.01082448695700368,1,4,4,17.77153175263346,17.77153175263346,1,0.0125,1.154789141476328,58.41962519505249,7.900146754478913,0.1352310414197586,0.8647689585802414
80,0.01082448695700368,1,1,2,7.024814731040727,7.024814731040727,0.5,0.1,9.238313131810628,7.362944738139818,7.3629447381397,0.9999999999999839,1.609823385706477e-14
80,0.01082448695700368,1,1,2,7.024814731040727,7.024814731040727,0.5,0.05,4.619156565905314,7.362944738139818,7.362944738139409,0.9999999999999444,5.562217353372034e-14
80,0.01082448695700368,1,1,2,7.024814731040727,7.024814731040727,0.5,0.025,2.309578282952657,7.362944738139818,7.362944738144516,1.000000000000638,6.379341499496149e-13
80,0.01082448695700368,1,1,2,7.024814731040727,7.024814731040727,0.5,0.0125,1.154789141476328,7.362944738139818,7.362944738141314,1.000000000000203,2.031708135064036e-13
80,0.01082448695700368,1,1,2,7.024814731040727,7.024814731040727,0.75,0.1,9.238313131810628,7.362944738139818,2.293723294507473,0.3115225464923104,0.6884774535076896
80,0.01082448695700368,1,1,2,7.024814731040727,7.024814731040727,0.75,0.05,4.619156565905314,7.362944738139818,3.770197860555408,0.5120502726342497,0.4879497273657503
80,0.01082448695700368,1,1,2,7.024814731040727,7.024814731040727,0.75,0.025,2.309578282952657,7.362944738139818,5.136880312091783,0.6976665579850012,0.3023334420149988
80,0.01082448695700368,1,1,2,7.024814731040727,7.024814731040727,0.75,0.0125,1.154789141476328,7.362944738139818,6.078564954455511,0.8255616700433372,0.1744383299566628
80,0.01082448695700368,1,1,2,7.024814731040727,7.024814731040727,1,0.1,9.238313131810628,7.362944738139818,0.8780067894357735,0.1192466901031766,0.8807533098968234
80,0.01082448695700368,1,1,2,7.024814731040727,7.024814731040727,1,0.05,4.619156565905314,7.362944738139818,2.074187939040419,0.2817063026829729,0.7182936973170271
80,0.01082448695700368,1,1,2,7.024814731040727,7.024814731040727,1,0.025,2.309578282952657,7.362944738139818,3.710067504258997,0.5038836547340857,0.4961163452659143
80,0.01082448695700368,1,1,2,7.024814731040727,7.024814731040727,1,0.0125,1.154789141476328,7.362944738139818,5.124555430388841,0.6959926513971791,0.3040073486028209
