step,time,energy,E_over_E0
0,0,2.466656848314646,1
10,0.5,2.466656848314638,0.9999999999999968
20,1,2.466656848314625,0.9999999999999913
30,1.5,2.466656848314613,0.9999999999999865
40,2,2.466656848314597,0.99999999999998
50,2.5,2.466656848314587,0.9999999999999759
60,3,2.466656848314579,0.9999999999999728
70,3.5,2.466656848314572,0.9999999999999699
80,4,2.466656848314559,0.9999999999999646
90,4.5,2.466656848314547,0.9999999999999598
100,5,2.466656848314543,0.999999999999958
110,5.5,2.466656848314528,0.9999999999999521
120,6,2.466656848314515,0.9999999999999465
130,6.5,2.466656848314504,0.9999999999999424
140,7,2.4666568483145,0.9999999999999406
150,7.5,2.466656848314487,0.9999999999999352
160,8,2.466656848314477,0.9999999999999313
170,8.5,2.466656848314469,0.9999999999999282
180,9,2.466656848314446,0.9999999999999186
190,9.5,2.466656848314436,0.9999999999999145
200,10,2.466656848314424,0.99999999999991
